Strategy,Model,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
zero-shot,gpt-4o-mini,reading_comp,N/A,Medium,1.41,Correct,N/A,C,C
zero-shot,gpt-4o-mini,reading_comp,N/A,Medium,10.65,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,1.87,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Easy,23.29,Correct,N/A,D,D
zero-shot,gpt-4,reading_comp,N/A,Hard,5.99,Correct,N/A,D,D
zero-shot,gpt-4,reading_comp,N/A,Easy,3.59,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Easy,6.04,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Hard,21.5,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Hard,6.02,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Hard,20.57,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Easy,1.01,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Medium,6.06,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Hard,22.86,Correct,N/A,D,D
zero-shot,gpt-4,reading_comp,N/A,Medium,6.01,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Hard,6.05,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Medium,5.0,Correct,N/A,D,D
zero-shot,gpt-4,reading_comp,N/A,Easy,5.75,Correct,N/A,D,D
zero-shot,gpt-4,reading_comp,N/A,Easy,6.0,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Hard,24.38,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Hard,10.28,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Easy,11.77,Correct,N/A,D,D
zero-shot,gpt-4,reading_comp,N/A,Easy,30.08,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Medium,12.25,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,3.54,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,2.08,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Medium,12.15,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Medium,36.23,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Medium,3.53,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,32.59,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Medium,5.81,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,4.99,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Medium,39.6,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,36.35,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Medium,3.74,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,1.67,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,12.62,Correct,N/A,D,D
zero-shot,gpt-4,reading_comp,N/A,Medium,18.17,Correct,N/A,C,C
zero-shot,gpt-4,reading_comp,N/A,Medium,17.76,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Medium,23.04,Correct,N/A,A,A
zero-shot,gpt-4,reading_comp,N/A,Medium,16.3,Correct,N/A,B,B
zero-shot,gpt-4,reading_comp,N/A,Medium,14.67,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Easy,1.8,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Easy,4.15,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Hard,11.95,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Hard,6.22,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Medium,5.95,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Hard,6.02,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Medium,5.99,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Easy,6.01,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Medium,6.0,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Hard,12.03,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,12.02,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Hard,12.38,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Hard,12.11,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Hard,17.91,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Easy,12.13,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Medium,11.97,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,12.02,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Easy,2.54,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Medium,5.96,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,17.96,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Easy,12.01,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Medium,6.41,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Easy,18.09,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Easy,17.94,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Hard,18.0,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Hard,12.01,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Easy,12.0,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Medium,18.09,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Medium,17.91,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Medium,11.98,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,18.0,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Medium,16.33,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,17.87,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Medium,12.05,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,11.98,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Medium,18.06,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Medium,13.02,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,12.05,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Medium,11.95,Correct,N/A,D,D
zero-shot,gpt-4o,reading_comp,N/A,Medium,18.02,Correct,N/A,C,C
zero-shot,gpt-4o,reading_comp,N/A,Medium,18.15,Correct,N/A,A,A
zero-shot,gpt-4o,reading_comp,N/A,Medium,11.88,Correct,N/A,B,B
zero-shot,gpt-4o,reading_comp,N/A,Medium,17.98,Correct,N/A,D,D
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Easy,32.7,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Hard,1.58,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,4.06,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,0.74,Correct,N/A,B,B
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,0.52,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,3.9,Correct,N/A,D,D
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Hard,0.5,Correct,N/A,B,B
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,4.29,Correct,N/A,B,B
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,39.34,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,18.81,Correct,N/A,D,D
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Hard,8.33,Correct,N/A,D,D
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Easy,0.74,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,0.99,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Hard,11.99,Correct,N/A,D,D
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,35.95,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Easy,2.39,Correct,N/A,D,D
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,41.43,Correct,N/A,B,B
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,3.79,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,3.8,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,34.44,Correct,N/A,B,B
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,2.23,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,2.17,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,0.84,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,35.14,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,1.41,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,40.62,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,0.75,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,39.39,Correct,N/A,D,D
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,29.86,Correct,N/A,A,A
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,1.05,Correct,N/A,B,B
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,40.94,Correct,N/A,C,C
zero-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,0.74,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Easy,36.3,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Easy,0.44,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,1.05,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,41.26,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Easy,0.51,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.65,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Easy,0.51,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Hard,1.25,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Hard,0.93,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Easy,0.31,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.37,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.8,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.37,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.61,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Hard,0.9,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Easy,0.99,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Hard,1.07,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.26,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,5.88,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.42,Correct,N/A,C,C
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.28,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.49,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.36,Correct,N/A,C,C
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,35.69,Correct,N/A,C,C
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.73,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,28.34,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,41.55,Correct,N/A,C,C
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.41,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,35.89,Correct,N/A,A,A
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.39,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.81,Correct,N/A,B,B
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,38.68,Correct,N/A,D,D
zero-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.33,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Easy,0.7,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Easy,0.89,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,2.65,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,4.24,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Easy,3.01,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.75,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Easy,0.63,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Hard,0.91,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Hard,1.56,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Easy,0.53,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.58,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.44,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.45,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.5,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Hard,0.59,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Easy,1.01,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Hard,0.65,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.5,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.59,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.65,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.84,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.53,Correct,N/A,C,C
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.98,Correct,N/A,C,C
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,1.16,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.69,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.95,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.5,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.59,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,1.83,Correct,N/A,C,C
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.58,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,1.17,Correct,N/A,A,A
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.83,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.68,Correct,N/A,B,B
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.57,Correct,N/A,D,D
zero-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.54,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Easy,0.85,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Easy,0.49,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.75,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.78,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Easy,0.63,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.93,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Easy,0.88,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Hard,0.73,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Hard,0.8,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Easy,0.69,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.7,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.92,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.62,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.7,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.63,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Hard,0.78,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Easy,0.74,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Hard,0.61,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.7,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.69,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.56,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.79,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.72,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,1.72,Correct,N/A,C,C
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.81,Correct,N/A,C,C
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.57,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.53,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.58,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.57,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.74,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.72,Correct,N/A,C,C
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.51,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,2.95,Correct,N/A,A,A
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.73,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.72,Correct,N/A,B,B
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.92,Correct,N/A,D,D
zero-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.71,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Hard,3.08,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,19.67,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,42.03,Correct,N/A,C,C
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,18.02,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,4.87,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,19.06,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,18.09,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Easy,2.84,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Hard,45.15,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Easy,30.0,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Hard,2.61,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,45.43,Correct,N/A,C,C
zero-shot,gpt-4,expression_of_ideas,N/A,Easy,29.9,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,36.08,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,3.39,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Hard,33.71,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Hard,2.23,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,2.43,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Hard,29.1,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,36.16,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,21.35,Correct,N/A,C,C
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,32.61,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,22.08,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,24.55,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,37.33,Correct,N/A,C,C
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,2.37,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,2.33,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,37.3,Correct,N/A,C,C
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,35.97,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,2.7,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,25.68,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,24.21,Correct,N/A,D,D
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,4.87,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,38.51,Correct,N/A,C,C
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,5.97,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,24.77,Correct,N/A,A,A
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,24.17,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,35.07,Correct,N/A,B,B
zero-shot,gpt-4,expression_of_ideas,N/A,Medium,32.37,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,28.2,Correct,N/A,D,D
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,19.88,Correct,N/A,B,B
zero-shot,gpt-4o,expression_of_ideas,N/A,Hard,22.08,Correct,N/A,D,D
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,29.93,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Easy,23.99,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Hard,29.99,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Easy,30.0,Correct,N/A,D,D
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,42.0,Correct,N/A,B,B
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,18.36,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Easy,23.93,Correct,N/A,D,D
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,36.11,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Easy,42.09,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,29.95,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,41.99,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,42.49,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,41.88,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,35.61,Correct,N/A,D,D
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,35.94,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,42.02,Correct,N/A,B,B
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,30.0,Correct,N/A,A,A
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,35.6,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,24.03,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,41.94,Correct,N/A,D,D
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,42.04,Correct,N/A,B,B
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,30.05,Correct,N/A,B,B
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,29.94,Correct,N/A,B,B
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,24.02,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,29.99,Correct,N/A,B,B
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,24.47,Correct,N/A,C,C
zero-shot,gpt-4o,expression_of_ideas,N/A,Medium,41.57,Correct,N/A,A,A
zero-shot,gpt-4,algebra,N/A,Easy,2.67,Correct,N/A,40,40
zero-shot,gpt-4,algebra,N/A,Easy,1.54,Correct,N/A,C,C
zero-shot,gpt-4,algebra,N/A,Hard,7.45,Correct,N/A,D,D
zero-shot,gpt-4,algebra,N/A,Medium,22.33,Correct,N/A,B,B
zero-shot,gpt-4,algebra,N/A,Medium,23.39,Correct,N/A,2,2
zero-shot,gpt-4,algebra,N/A,Easy,30.01,Correct,N/A,35,35
zero-shot,gpt-4,algebra,N/A,Medium,1.59,Correct,N/A,A,A
zero-shot,gpt-4,algebra,N/A,Easy,5.99,Correct,N/A,A,A
zero-shot,gpt-4,algebra,N/A,Easy,1.37,Correct,N/A,D,D
zero-shot,gpt-4,algebra,N/A,Easy,4.52,Correct,N/A,A,A
zero-shot,gpt-4,algebra,N/A,Easy,2.24,Correct,N/A,A,A
zero-shot,gpt-4,algebra,N/A,Hard,3.83,Correct,N/A,A,A
zero-shot,gpt-4,algebra,N/A,Hard,22.48,Correct,N/A,A,A
